"TaxonUsageID";"TaxonConceptID";"TaxonName";"AuthorName"
50629;50629;"Solanum terminale";"Forssk."
50630;50630;"Mimulopsis alpina";"Chiov."
50631;50631;"Kosteletzkya adoensis";"(Hochst. ex A. Rich.) Mast."
50632;50632;"Solanum violaceum";"Ortega"
50633;50632;"Solanum indicum";"L."
50634;50634;"Brachylaena huillensis";"O. Hoffm."
50635;50635;"Croton alienus";"Pax"
50636;50636;"Oplismenus burmannii";"(Retz.) P. Beauv."
50637;50637;"Acokanthera oppositifolia";"(Lam.) Codd"
50638;50637;"Acokanthera longiflora";"Stapf"
50639;50639;"Gnidia subcordata";"Meisn."
50640;50640;"Cassipourea rotundifolia";"(Engl.) Alston"
50641;50641;"Manilkara discolor";"(Sond.) J. H. Hemsl."
50642;50642;"Turraea mombassana";"Hiern ex C. DC."
50643;50643;"Albizia schimperiana";"Oliv."
50644;50644;"Mimusops kummel";"Bruce ex A. DC."
50645;50645;"Vernonia holstii";"O. Hoffm."
50646;50646;"Hibiscus corymbosus";"Hochst. ex A. Rich."
50647;50647;"Vepris borenensis";"(M. G. Gilbert) Mziray"
50648;50647;"Teclea hanangensis";"Kokwaro"
50649;50649;"Ochna ovata";"F. Hoffm."
50650;50650;"Viscum fischeri";"Engl."
50651;50651;"Fagaropsis angolensis";"(Engl.) Dale"
50652;50652;"Zanthoxylum usambarense";"(Engl.) Kokwaro"
50653;50653;"Craibia brownii";"Dunn"
50654;50654;"Dombeya species";
50655;50655;"Suregada procera";"(Prain) Croizat"
50656;50656;"Canthium keniense";"Bullock"
50657;50657;"Cyphostemma species";
50658;50658;"Phyllanthus ovalifolius";"Forssk."
50659;50659;"Ochna species";
50660;50660;"Exotheca abyssinica";"(Hochst. ex A. Rich.) Andersson"
50661;50661;"Bulbostylis atrosangui";"(Boeckeler) C.B. Clarke"
50662;50661;"Abildgaardia setifolia";"(Hochst. ex A. Rich.) Lye"
50663;50663;"Andropogon chrysostachyus";"Steud."
50664;50664;"Eragrostis schweinfurthii";"Chiov."
50665;50665;"Cenchrus sphacelatus";"(Nees) Morrone"
50666;50665;"Pennisetum sphacelatum";"(Nees) T. Durand & Schinz"
50667;50667;"Helichrysum odoratissimum";"(L.) Sweet"
50668;50668;"Trifolium semipilosum var. glabrescens";"J. B. Gillett"
50669;50669;"Dierama pendulum";"(Thunb.) Baker"
50670;50670;"Salvia nilotica";"Juss. ex Jacq."
50671;50671;"Aristea alata";"Baker"
50672;50672;"Eragrostis olivacea";"K. Schum."
50673;50673;"Helichrysum nudifolium";"(L.) Less."
50674;50673;"Helichrysum gerberifolium";"Sch. Bip. ex A. Rich."
50675;50675;"Helictotrichon umbrosum";"(Hochst. ex Steud.) C.E. Hubb."
50676;50676;"Eleusine jaegeri";"Pilg."
50677;50677;"Stylosanthes fruticosa";"(Retz.) Alston"
50678;50678;"Pentas lanceolata var. nemorosa";"(Chiov.) Verdc."
50679;50679;"Sagina afroalpina";"Hedberg"
50680;50680;"Echinops hoehnelii";"Schweinf."
50681;50681;"Stachys aculeolata var. aculeolata";"Hook. f."
50682;50681;"Stachys subrenifolia";"T.C.E. Fr."
51003;50681;"Stachys bambuseti";"T.C.E. Fr."
50683;50683;"Senecio moorei";"R. E. Fr."
50684;50684;"Trifolium burchellianum ssp. johnstonii";"(Oliv.) Cufod. ex J. B. Gillett"
50685;50685;"Anthoxanthum nivale";"K. Schum."
50686;50686;"Poa schimperana";"A. Rich."
50687;50687;"Alchemilla abyssinica";"Fresen."
50688;50687;"Alchemilla rothii";"Oliv."
50689;50689;"Guizotia jacksonii";"(S. Moore) J. Baagoe"
50690;50689;"Guizotia reptans";"Hutch."
50691;50691;"Ranunculus oreophytus";"Delile"
50692;50692;"Andropogon amethystinus";"Steud."
50693;50693;"Alchemilla pedata";"Hochst. ex A. Rich."
50694;50693;"Alchemilla gracilipes";"(Engl.) Engl."
50695;50695;"Hypericum peplidifolium";"A. Rich."
50696;50696;"Agrostis kilimandscharica";"Mez"
50697;50697;"Helictotrichon milanjianum";"(Rendle) C.E. Hubb."
50698;50698;"Pentaschistis borussica";"(K. Schum.) Pilg."
50699;50699;"Cineraria deltoidea";"Sond."
51221;50699;"Cineraria grandiflora";"Vatke"
50700;50700;"Pimpinella oreophila var. kilimandscharica";"(Engl.) C. C. Towns."
50702;50702;"Viola eminii";"(Engl.) R. E. Fr."
50703;50703;"Lychnis crassifolia";"(T.C.E. Fries) M. Popp"
50704;50703;"Uebelinia crassifolia";"T.C.E. Fries"
50705;50705;"Clinopodium kilimandschari";"(Gürke) Ryding"
50706;50705;"Satureja kilimandschari";"(Gürke) Hedberg"
50707;50707;"Conyza subscaposa";"O. Hoffm."
50708;50708;"Carex fischeri";"K. Schum."
50709;50708;"Carex vallis-rosetto";"f. ramosa Kük."
50710;50710;"Poa leptoclada";"Hochst. ex A. Rich."
50711;50711;"Carex conferta";"Hochst. ex A. Rich."
50712;50712;"Alchemilla argyrophylla ssp. argyrophylloides";"(Baker f.) Rothm."
50713;50713;"Alchemilla ellenbeckii ssp. ellenbeckii";"Engl."
50714;50714;"Crassula granvikii";"Mildbr."
50715;50715;"Lobelia aberdarica";"R. E. Fr. & T.C.E. Fr."
50716;50716;"Isolepis fluitans";"(L.) R. Br."
50717;50717;"Isolepis setacea";"(L.) R. Br."
50718;50718;"Carex elgonensis";"Nelmes"
50719;50719;"Lobelia minutula";"Engl."
50720;50720;"Galium kenyanum";"Verdc."
50721;50721;"Cyperus denudatus var. lucenti-nigricans";"(K. Schum.) Kük."
50722;50722;"Pycreus mundtii";"Cherm."
50723;50722;"Cyperus mundtii";"(Nees) Kunth"
50725;50725;"Juncus effusus";"L."
50727;50727;"Ranunculus volkensii";"Engl."
50728;50728;"Polypogon schimperianus";"(Hochst. ex Steud.) Cope"
50729;50728;"Agrostis schimperiana";"Hochst. ex Steud."
50730;50730;"Carex bequaertii";"De Wild."
50731;50731;"Rumex ruwenzoriensis";"Chiov."
50732;50732;"Lobelia bambuseti";"R. E. Fr. & T.C.E. Fr."
50733;50733;"Isolepis costata";"Hochst. ex A. Rich."
50734;50734;"Utricularia livida";"E. Mey."
50737;50737;"Impatiens hoehnelii";"T.C.E. Fr."
50738;50738;"Subularia monticola";"A. Br. ex Schweinf."
50740;50740;"Festuca abyssinica";"Hochst. ex A. Rich."
50958;50740;"Festuca abyssinica var. abyssinica";"A.Rich."
50741;50741;"Helichrysum forskahlii";"(J.F. Gmel.) Hilliard & B.L. Burtt"
50742;50742;"Achyranthes aspera var. sicula";"L."
50743;50743;"Alchemilla cryptantha";"Steud. ex A. Rich."
50744;50744;"Alchemilla fischeri";"Engl."
50745;50745;"Lysimachia serpens";"(Hochst. ex A. DC.) U. Manns & Anderb."
50746;50745;"Anagallis serpens ssp. meyeri-johannis";"(Engl.) P. Taylor"
51242;50745;"Anagallis serpens";"Hochst. ex A. DC."
50747;50747;"Anthemis tigreensis";"J. Gay ex A. Rich."
50748;50748;"Arabis alpina";"L."
50749;50749;"Hedbergia abyssinica";"(Hochst. ex Benth.) Molau"
50750;50749;"Bartsia abyssinica var. petitiana";"(A. Rich.) Hedberg & al."
50751;50751;"Bromus leptoclados";"Nees"
50752;50752;"Carex sterilis";"Willd."
50753;50753;"Cassia usambarensis";"Taub."
50754;50753;"Chamaecrista usambarensis";"(Taub.) Standl."
50755;50755;"Cerastium afromontanum";"T.C.E. Fr. & Weim."
50756;50756;"Conyza welwitschii";"(S. Moore) Wild"
50758;50758;"Deschampsia caespitosa";"(L.) P. Beauv."
50759;50759;"Dichrocephala chrysanthemifolia";"(Blume) DC."
50760;50760;"Digitaria diagonalis var. uniglumis";"(Hochst. ex A. Rich.) Pilg."
52173;50760;"Digitaria uniglumis";"(Hochst. ex A. Rich.) Stapf"
50761;50761;"Festuca mekiste";"Clayton"
50762;50762;"Galium ruwenzoriense";"(Cortesi) Chiov."
50764;50764;"Helichrysum cylindriflorum";"(L.) Hilliard & B.L. Burtt"
50765;50764;"Gnaphalium rubellum";"Thunb."
50766;50766;"Kalanchoe densiflora var. densiflora";"Rolfe"
50767;50767;"Lathyrus hygrophilus";"Taub."
50768;50768;"Leucas species";
50769;50769;"Lobelia holstii";"Engl."
50770;50770;"Luzula abyssinica";"Parl."
50771;50771;"Lysimachia ruhmeriana";"Vatke"
50772;50772;"Pennisetum species";
50773;50773;"Phyllanthus boehmii var. humilis";"Steud. ex A. Rich."
50774;50774;"Poa annua";"L."
50775;50775;"Micromeria imbricata";"(Forssk.) C. Chr."
50776;50775;"Satureja biflora";"(Buch.-Ham. ex D. Don) Briq."
52156;50775;"Micromeria biflora";"(Buch.-Ham. ex D. Don) Benth."
50777;50777;"Sibthorpia europaea";"L."
50778;50778;"Torilis arvensis";"(Huds.) Link"
50779;50779;"Trifolium multinerve";"(Hochst.) A. Rich."
50780;50780;"Veronica abyssinica";"Fresen."
50781;50781;"Viola nannae";"R. E. Fr."
50782;50782;"Wahlenbergia scottii";"Thulin"
50783;50783;"Wahlenbergia virgata";"Engl."
50784;50784;"Passiflora subpeltata";"Ortega"
50786;50786;"Luzula species";
50788;50788;"Trichocladus ellipticus ssp. malosanus";"(Baker) Verdc."
50789;50789;"Pseudechinolaena polystachya";"(Kunth) Stapf"
50790;50790;"Tragia brevipes";"Pax"
50791;50791;"Acritochaete volkensii";"Pilg."
50793;50793;"Platostoma africanum";"P. Beauv."
50794;50794;"Streblochaete longiarista";"(A. Rich.) Pilg."
50795;50795;"Hydrocotyle mannii var. mannii";"Hook.f."
50796;50796;"Pilea usambarensis";"Engl."
50797;50797;"Polyscias kikuyuensis";"Summerh."
50798;50798;"Carduus afromontanus";"R. E. Fr."
50799;50799;"Solanum aculeatissimum";"Jacq."
50800;50800;"Stipa dregeana var. elongata";"(Nees) Stapf"
50801;50801;"Ehrharta erecta var. abyssinica";"(Hochst.) Pilg."
50802;50802;"Ehretia cymosa var. silvatica";"(Gürke) Brenan"
50803;50803;"Bersama abyssinica ssp. abyssinica";"Fresen."
50805;50805;"Vangueria species";
50806;50806;"Stephania abyssinica var. abyssinica";"(Quart. -Dill. & A. Rich.) Walp."
50807;50807;"Crotalaria agatiflora ssp. imperialis";"(Taub.) Polhill"
50808;50808;"Lantana trifolia";"L."
50809;50809;"Leonotis ocymifolia var. raineriana";"(Vis.) Iwarsson"
50810;50809;"Leonotis mollissima";"Gürke"
50811;50811;"Vernonia urticifolia";"A. Rich."
50812;50812;"Thelypteris species";
50813;50813;"Vangueria infausta ssp. rotundata";"(Robyns) Verdc."
50814;50814;"Cyperus rotundus ssp. merkeri";"(C.B. Clarke) Kük."
50815;50815;"Oplismenus hirtellus ssp. hirtellus";"(L.) P. Beauv."
50816;50816;"Cyperus rigidifolius";"Steud."
50817;50817;"Vigna parkeri ssp. maranguensis";"(Taub.) Verdc."
50818;50818;"Chloris virgata";"Sw."
50819;50819;"Euphorbia inaequilatera var. inaequilatera";"Sond."
50820;50820;"Amaranthus hybridus ssp. hybridus";"L."
50821;50821;"Aerva lanata";"(L.)"
50822;50822;"Sida ternata";"L. f."
50823;50823;"Conyza albida";"Spreng."
50824;50823;"Conyza floribunda";"Kunth"
50825;50825;"Conyza hochstetteri";"Sch. Bip. ex A. Rich."
50826;50826;"Lepidium africanum";"(Burm. f.) DC."
50827;50827;"Sida tenuicarpa";"Vollesen"
50828;50828;"Dyschoriste radicans";"Nees"
50829;50829;"Eragrostis chalarothyrsos";"C.E. Hubb."
50830;50830;"Commelina reptans";"Brenan"
50831;50831;"Hypoxis angustifolia";"Lam."
50832;50832;"Murdannia simplex";"(Vahl) Brenan"
50833;50833;"Cenchrus hohenackeri";"(Hochst. ex Steud.) Morrone"
50834;50833;"Pennisetum hohenackeri";"Hochst. ex Steud."
50835;50835;"Cyperus denudatus var. denudatus";"C.B. Clarke"
50837;50837;"Crassula schimperi ssp. phyturus";"(Mildbr.) R. Fern."
50838;50838;"Justicia unyorensis";"S. Moore"
50839;50839;"Bothriocline glabrescens";"C. Jeffrey"
50841;50841;"Bothriochloa insculpta";"(Hochst. ex A. Rich.) A. Camus"
50842;50842;"Cardamine obliqua";"Hochst. ex A. Rich."
50844;50844;"Commelina latifolia";"Hochst. ex A. Rich."
50845;50845;"Conyza tigrensis";"Oliv. & Hiern"
50846;50846;"Crotalaria incana";"L."
50847;50847;"Cyathula cylindrica var. cylindrica";"Moq."
50848;50847;"Cyathula mannii";"Baker"
50849;50849;"Dicliptera colorata";"C.B. Clarke"
50850;50850;"Discopodium eremanthum";"Chiov."
50851;50851;"Disperis dicerochila";"Summerh."
50853;50853;"Drypetes gerrardii var. gerrardii";"Hutch."
50856;50856;"Geranium arabicum var. arabicum";"Forssk."
50857;50857;"Gynura scandens";"O. Hoffm."
50858;50858;"Helichrysum schimperi";"(Sch. Bip. ex A. Rich.) Moeser"
50859;50859;"Heliotropium scotteae";"Rendle"
50860;50860;"Helinus mystacinus";"(Aiton) E. Mey. ex Steud."
50861;50861;"Simirestis goetzei";"(Loes.) N. Hallé ex R. Wilczek"
50862;50861;"Hippocratea goetzei";"Loes."
50863;50863;"Hydrocotyle ranunculoides";"L. f."
50864;50864;"Impatiens meruensis ssp. cruciata";"(T.C.E. Fr.) Grey-Wilson"
50865;50865;"Ipomoea tenuirostris";"Steud. ex Choisy"
50866;50866;"Justicia species";
50867;50867;"Lagenaria abyssinica";"(Hook. f.) C. Jeffrey"
50870;50870;"Lycopodium mildbraedii";"Herter"
50871;50870;"Huperzia mildbraedii";"(Herter) Pic. Serm."
50872;50872;"Lepidium bonariense";"L."
50873;50873;"Momordica foetida";"Schumach."
50874;50874;"Ocimum kenyense";"Ayob. ex A.J. Paton"
50875;50875;"Ocimum lamiifolium";"Hochst. ex Benth."
50876;50876;"Oenanthe procumbens";"(H. Wolff) C. Norman"
50877;50877;"Oncoba spinosa";"Forssk."
50878;50878;"Ornithogalum gracillimum";"R. E. Fr."
50879;50879;"Panicum species";
50880;50880;"Cenchrus trachyphyllus";"(Pilg.) Morrone"
50881;50880;"Pennisetum trachyphyllum";"Pilg."
50882;50882;"Plectranthus assurgens";"(Baker) J. K. Morton"
50883;50883;"Plectranthus species";
50884;50884;"Plectranthus laxiflorus";"Benth."
50907;50884;"Plectranthus albus";"Gürke"
50886;50886;"Pupalia lappacea var. velutina";"(Moq.) Hook. f."
50887;50887;"Rubia cordifolia ssp. conotricha";"(Gand.) Verdc."
50889;50889;"Senna septemtrionalis";"(Viv.) H.S. Irwin & Barneby"
50890;50890;"Sida rhombifolia";"L."
50892;50892;"Sonchus luxurians";"(R. E. Fr.) C. Jeffrey"
50893;50893;"Sporobolus species";
50894;50894;"Agelanthus brunneus";"(Engl.) Balle & N. Hallé"
50895;50894;"Tapinanthus brunneus";"(Engl.) Danser"
50896;50896;"Tragiella natalensis";"(Sond.) Pax & K. Hoffm."
50897;50897;"Trimeria grandifolia ssp. tropica";"(Burkill) Sleumer"
50898;50897;"Trimeria tropica";"Burkill"
50901;50901;"Linzia gerberiformis";"(Oliv. & Hiern) H. Rob."
50902;50901;"Vernonia glabra var. laxa";"(Steetz) Brenan"
50903;50903;"Vernonia lasiopus var. lasiopus";"O. Hoffm."
50904;50904;"Withania somnifera";"(L.) Dunal"
50905;50905;"Zanthoxylum leprieurii";"Guill. & Perr."
50906;50906;"Plectranthus edulis";"(Vatke) Agnew"
50908;50908;"Cerastium octandrum";"Hochst. ex A. Rich."
50909;50909;"Lactuca glandulifera";"Hook. f."
50910;50910;"Festuca africana";"(Hack.) Clayton"
51671;50910;"Pseudobromus silvaticus";"K. Schum."
50911;50911;"Hagenia abyssinica";"(Bruce) J.F. Gmel."
50912;50912;"Dryopteris antarctica";"(Baker) C. Chr."
50913;50912;"Dryopteris callolepis";"C. Chr."
50914;50914;"Erica rossii";"Dorr"
50915;50914;"Erica excelsa";"(Alm & T.C.E. Fr.) Beentje"
50916;50916;"Alchemilla hageniae";"T.C.E. Fr."
50917;50917;"Zehneria species";
50918;50918;"Zygophlebia devoluta";"(Baker) Parris"
50919;50918;"Xiphopteris flabelliformis";"(Poir.) Schelpe"
50920;50920;"Seriphium kilimandscharicum";"(O. Hoffm.) Koekemoer"
50921;50920;"Stoebe kilimandscharica var. densiflora";"O. Hoffm."
51049;50920;"Stoebe kilimandscharica";"O. Hoffm."
50922;50922;"Linum keniense";"T.C.E. Fr."
50923;50923;"Helichrysum argyranthum";"O. Hoffm."
50924;50923;"Helichrysum nandense";"S. Moore"
50925;50925;"Euphorbia schimperiana var. schimperiana";"Scheele"
50926;50926;"Hebenstretia angolensis";"Rolfe"
50927;50927;"Senecio schweinfurthii";"O. Hoffm."
50928;50928;"Carduus nyassanus";"(S. Moore) R. E. Fr."
50929;50929;"Hypericum kiboense";"Oliv."
50930;50930;"Pilea species";
50931;50931;"Carex johnstonii";"Boeckeler"
50932;50932;"Agrocharis melanantha";"Hochst."
50933;50933;"Monopsis stellarioides";"(C. Presl) Urb."
50934;50934;"Berkheya spekeana";"Oliv."
50936;50936;"Geranium purpureum";"Oliv."
50937;50936;"Geranium elamellatum";"Kokwaro"
50938;50938;"Diclis bambuseti";"R. E. Fr."
50941;50941;"Kniphofia thomsonii var. thomsonii";"Baker"
50942;50942;"Rubus steudneri var. steudneri";"Schweinf."
50943;50942;"Rubus steudneri var. aberensis";"Gust."
50946;50946;"Mariscus kerstenii";"(Boeckeler) C.B. Clarke"
50947;50946;"Cyperus kerstenii";"Boeckeler"
50948;50948;"Ardisiandra wettsteinii";"R. Wagner"
50949;50949;"Bothriocline fusca";"(S. Moore) M. G. Gilbert"
50950;50950;"Carex leptosaccus";"C.B. Clarke"
50951;50950;"Carex conferta var. leptosaccus";"(C.B. Clarke) Kük."
50952;50952;"Luzula johnstonii";"Buchenau"
50953;50953;"Cynoglossum species";
50954;50954;"Corydalis cornuta";"Royle"
50955;50954;"Corydalis mildbraedii";"Fedde"
50959;50959;"Adenocarpus mannii";"(Hook. f.) Hook. f."
50960;50960;"Alchemilla argyrophylla ssp. argyrophylla";"Oliv."
50961;50961;"Andropogon lima";"(Hack.) Stapf"
50962;50962;"Anthospermum usambarense";"K. Schum."
50963;50963;"Artemisia afra";"Jacq. ex Willd."
50964;50964;"Asplenium rutifolium";"(Bergius) Kunze"
50965;50965;"Bartsia longiflora ssp. longiflora";"Hochst. ex Benth."
50968;50968;"Carex simensis";"Hochst. ex A. Rich."
50969;50969;"Cerastium species";
50970;50970;"Cliffortia nitidula";"(Engl.) R. E. Fr. & T.C.E. Fr."
50971;50971;"Conyza vernonioides";"(Sch. Bip. ex A. Rich.) Wild"
50972;50972;"Cynoglossum coeruleum var. mannii";"(Baker & C.H. Wright) Verdc."
50973;50972;"Cynoglossum geometricum";"Baker & C.H. Wright"
50975;50975;"Mariscus tomaiophyllus";"(K. Schum.) C.B. Clarke"
50976;50975;"Cyperus tomaiophyllus";"K. Schum."
50978;50978;"Euphorbia brevicornu";"Pax"
50979;50979;"Galium species";
50980;50980;"Schedonorus arundinaceus";"(Schreb.) Dumort."
50981;50980;"Festuca arundinacea";"Schreb."
50982;50982;"Festuca costata";"Nees"
50983;50983;"Festuca simensis";"Hochst. ex A. Rich."
50984;50984;"Galium thunbergianum var. hirsutum";"(Sond.) Verdc."
50985;50985;"Gladiolus watsonioides";"Baker"
50986;50986;"Heracleum species";
50987;50987;"Leucas volkensii var. parviflora";"Sebald"
50988;50988;"Lithospermum afromontanum";"Weim."
50989;50989;"Mimulopsis species";
50990;50990;"Oenanthe palustris";"(Chiov.) C. Norman"
50991;50991;"Oldenlandia friesiorum";"Bremek."
50992;50992;"Otholobium foliosum";"(Oliv.) C.H. Stirt."
50993;50993;"Afroligusticum elgonense";"(H. Wolff) P.J.D. Winter"
50994;50993;"Peucedanum elgonense";"H. Wolff"
50996;50996;"Polygonum afromontanum";"Greenway"
50998;50998;"Rubus scheffleri";"Engl."
50999;50999;"Rubus species";
51000;51000;"Sebaea brachyphylla";"Griseb."
51002;51002;"Sparrmannia ricinocarpa";"(Eckl. & Zeyh.) Kuntze"
51004;51004;"Thlaspi alliaceum";"L."
51005;51005;"Veronica glandulosa";"Hochst. ex Benth."
51006;51006;"Carex congolensis";"Turrill"
51007;51006;"Carex cognata var. congolensis";"(Turrill) Lye"
51008;51008;"Clinopodium simense";"(Benth.) Kuntze"
51009;51008;"Satureja simensis";"(Benth.) Briq."
51010;51010;"Hypolepis rugosula";"(Labill.) J. Sm."
51011;51011;"Leptogramma pozoi";"(Lag.) Ching"
51012;51012;"Polystichum setiferum";"(Forssk.) T. Moore ex Woyn."
51013;51013;"Agrostis species";
51014;51014;"Cerastium indicum";"Wight & Arn."
51015;51015;"Dryopteris species";
51016;51016;"Festuca species";
51017;51017;"Umbilicus botryoides";"Hochst. ex A. Rich."
51019;51019;"Senecio lyratus";"Forssk."
51020;51020;"Romulea species";
51021;51021;"Salvia species";
51022;51022;"Dendrosenecio battiscombei";"(R. E. Fr. & T.C.E. Fr.) E. B. Knox"
51023;51022;"Senecio johnstonii var. battiscombei";"(R.E.Fr. & T.C.E.Fr.) Mabb."
51098;51022;"Senecio keniensis ssp. brassiciformis";"(R. E. Fr. & T.C.E. Fr.) C. Jeffrey"
51024;51024;"Alchemilla johnstonii";"Oliv."
51025;51025;"Carduus keniensis";"R. E. Fr."
51028;51028;"Andropogon abyssinicus";"Fresen."
51029;51029;"Afrosciadium kerstenii";"(Engl.) P.J.D. Winter"
51030;51029;"Peucedanum kerstenii";"Engl."
51031;51031;"Huperzia cavifolia";"(C. Chr.) Tardieu"
51032;51031;"Lycopodium cavifolium";"C. Chr."
51033;51033;"Sonchus bipontini";"Asch."
51034;51034;"Carex monostachya";"A. Rich."
51035;51035;"Helichrysum chionoides";"Philipson"
51037;51037;"Lycopodium saururus";"Lam."
51038;51038;"Eriocaulon volkensii";"Engl."
51039;51039;"Disa stairsii";"Kraenzl."
51040;51040;"Lobelia telekii";"Schweinf."
51041;51041;"Helichrysum gloria-dei";"Chiov."
51043;51043;"Galium acrophyum";"Hochst. ex Chiov."
51044;51043;"Galium hochstetteri";"Pic. Serm."
51045;51045;"Senecio roseiflorus";"R. E. Fr."
51046;51046;"Helichrysum ellipticifolium";"Moeser"
51047;51047;"Erica filago";"(Alm & T.C.E. Fr.) Beentje"
51048;51047;"Blaeria filago";"Alm & T.C.E. Fr."
51050;51050;"Hedbergia decurva";"(Hochst. ex Benth.) A. Fleischm. & Heubl"
51051;51050;"Bartsia kilimandscharica";"Engl."
51054;51054;"Alepidea peduncularis";"A. Rich."
51055;51054;"Alepidea longifolia";"E. Mey. ex Dummer"
51056;51056;"Carduus millefolius";"R. E. Fr."
51057;51057;"Senecio jacksonii";"S. Moore"
51060;51060;"Crepis carbonaria";"Sch. Bip."
51061;51061;"Carex runssoroensis";"K. Schum."
51062;51062;"Euryops brownei";"S. Moore"
51064;51064;"Haplocarpha rueppellii";"(Sch. Bip.) Beauverd"
51065;51065;"Agrostis gracilifolia";"C.E. Hubb."
51066;51066;"Festuca pilgeri";"St.-Yves"
51067;51067;"Swertia crassiuscula";"Gilg"
51068;51068;"Helichrysum formosissimum";"(Sch. Bip.) A. Rich."
51069;51069;"Selago thomsonii";"Rolfe"
51070;51070;"Agrostis producta";"Pilg."
51071;51071;"Agrostis keniensis";"Pilg."
51072;51072;"Alchemilla ellenbeckii";"Engl."
51074;51074;"Cotula abyssinica";"Sch. Bip. ex A. Rich."
51075;51075;"Crassula species";
51076;51076;"Kyllinga odorata";"Vahl"
51077;51076;"Cyperus sesquiflorus";"(Torr.) Mattf. & Kük. ex Kük."
51078;51078;"Delphinium macrocentrum";"Oliv."
51079;51079;"Echinops aberdaricus";"R. E. Fr."
51080;51080;"Elaphoglossum deckenii";"(Kuhn) C. Chr."
51081;51081;"Festuca camusiana";"St.-Yves"
51083;51083;"Helictotrichon elongatum";"(Hochst. ex A. Rich.) C.E. Hubb."
51084;51084;"Hypericum scioanum";"Chiov."
51085;51085;"Koeleria capensis";"(Steud.) Nees"
51086;51086;"Nepeta azurea";"R. Br. ex Benth."
51087;51087;"Rubus friesiorum";"Gust."
51088;51088;"Senecio aequinoctialis";"R. E. Fr."
51089;51089;"Senecio subsessilis";"Oliv. & Hiern"
51090;51090;"Sonchus afromontanus";"R. E. Fr."
51091;51091;"Swertia volkensii";"Gilg"
51092;51092;"Pleopeltis rotunda";"Tardieu"
51093;51093;"Alchemilla cyclophylla";"T.C.E.Fr."
51094;51094;"Polystichum volkensii";"C.Chr."
51095;51095;"Indigofera atriceps ssp. atriceps";"Hook. f."
51097;51097;"Eriocaulon schimperi";"Körn."
51099;51099;"Erica whyteana";"Britten"
51100;51100;"Romulea congoensis";"Bég."
51101;51100;"Romulea keniensis";"Hedberg"
51102;51102;"Agrostis trachyphylla";"Pilg."
51103;51103;"Helichrysum formosissimum var. guilelmi";"(Engl.) Mesfin"
51104;51103;"Helichrysum guilelmi";"Engl."
51106;51106;"Pimpinella oreophila var. oreophila";"Hook. f."
51107;51107;"Lobelia duriprati";"Th. Fr."
51108;51108;"Barbarea intermedia";"Boreau"
51109;51109;"Erica silvatica";"(Engl.) Beentje"
51110;51109;"Blaeria johnstonii";"Engl."
51111;51111;"Conyza species";
51112;51112;"Conyza clarenceana";"(Hook. f.) Oliv. & Hiern"
51113;51112;"Conyza theodori";"R. E. Fr."
51114;51114;"Eriocaulon species";
51115;51115;"Gunnera perpensa";"L."
51116;51116;"Juncus species";
51117;51117;"Limosella aquatica";"L."
51118;51118;"Lycopodium clavatum";"L."
51119;51119;"Myosotis vestergrenii";"Stroh"
51120;51120;"Panicum pusillum";"Hook. f."
51122;51122;"Vicia hirsuta";"(L.) Gray"
51123;51123;"Asplenium hypomelas";"Kuhn"
51124;51124;"Streptocarpus glandulosissimus";"Engl."
51125;51125;"Monanthotaxis schweinfurthii";"(Engl. & Diels) Verdc."
51126;51126;"Elaphoglossum aubertii";"(Desv.) T. Moore"
51127;51127;"Athyrium scandicinum";"(Willd.) C. Presl"
51128;51128;"Cheilanthes quadripinnata";"Kuhn"
51129;51128;"Pellaea quadripinnata";"(Forssk.) Prantl"
51130;51130;"Cheilanthes tinaei";"Tod."
51131;51131;"Dicranopteris linearis";"(Burm. f.) Underw."
51132;51132;"Diplazium zanzibaricum";"(Baker) C. Chr."
51133;51133;"Lycopodiella cernua";"(L.) Pic. Serm."
51134;51133;"Lycopodium cernuum";"L."
51135;51135;"Gleichenia elongata";"Baker"
51136;51136;"Zanthoxylum gilletii";"(De Wild.) P. G. Waterman"
51137;51137;"Dichapetalum madagascariense";"Poir."
51138;51138;"Harungana madagascariensis";"Lam. ex Poir."
51139;51139;"Piper umbellatum";"L."
51140;51140;"Haplopteris volkensii";"(Hieron.) E.H. Crane"
51141;51140;"Vittaria volkensii";"Hieron."
51142;51142;"Culcasia falcifolia";"Engl."
51143;51143;"Rauvolfia mannii";"Stapf"
51146;51146;"Cryptotaenia africana";"(Hook. f.) Drude"
51147;51147;"Chlorophytum comosum";"(Thunb.) Jacq."
51148;51148;"Garcinia volkensii";"Engl."
51149;51149;"Momordica friesiorum";"(Harms) C. Jeffrey"
51150;51150;"Oncocalyx sulfureus";"(Engl.) Wiens & Polhill"
51151;51151;"Hymenophyllum polyanthos";"Sw."
51152;51151;"Hymenophyllum kuhnii";"C. Chr."
51153;51153;"Blotiella glabra";"(Bory) R.M. Tryon"
51154;51154;"Elaphoglossum hybridum";"(Bory) Brack."
51155;51155;"Impatiens mildbraedii";"Gilg"
51156;51156;"Blechnum attenuatum";"(Sw.) Mett."
51157;51157;"Hymenophyllum capillare";"Desv."
51158;51158;"Amauropelta oppositiformis";"(C. Chr.) Holttum"
51159;51159;"Christella dentata";"(Forssk.) Brownsey & Jermy"
